,date,b2ret,b10ret
218,2018-02-28,-0.000346,-0.013002
219,2018-03-29,0.001743,0.012783
220,2018-04-30,-0.001777,-0.015476
221,2018-05-31,0.003656,0.009592
222,2018-06-29,-2.1e-05,0.00226
223,2018-07-31,-0.000186,-0.005108000000000001
224,2018-08-31,0.003675,0.010064
225,2018-09-28,-0.001759,-0.014807
226,2018-10-31,0.00183,-0.004347
227,2018-11-30,0.004099,0.014917
228,2018-12-31,0.008316,0.028561
229,2019-01-31,0.002568,0.007138
230,2019-02-28,0.00061,-0.004272000000000001
231,2019-03-29,0.006961,0.029419
232,2019-04-30,0.001933,-0.006214000000000001
233,2019-05-31,0.008164000000000001,0.031854
234,2019-06-28,0.004399,0.012073
235,2019-07-31,-0.000671,0.003435
236,2019-08-30,0.008336,0.040344
237,2019-09-30,-0.001297,-0.013852
238,2019-10-31,0.003274,-0.000742
239,2019-11-29,-0.001038,-0.007410000000000001
240,2019-12-31,0.002274,-0.011292
241,2020-01-31,0.006337000000000001,0.039182
242,2020-02-28,0.008698000000000001,0.029902
243,2020-03-31,0.014069,0.039709
244,2020-04-30,0.001034,0.005024000000000001
245,2020-05-29,0.000826,0.000713
246,2020-06-30,0.000515,0.000388
247,2020-07-31,0.00103,0.012821
248,2020-08-31,-0.000208,-0.014709
249,2020-09-30,-0.000174,0.00256
250,2020-10-30,-0.000383,-0.017311
251,2020-11-30,0.0005740000000000001,0.004016
252,2020-12-31,0.000738,-0.004965000000000001
